date,participant,trial,t,trackedObject,axis,position,clickstate,targState,
2021-11-02,mjd01,0,0,target,x,-0.460829,0,0
2021-11-02,mjd01,0,0,target,y,1.4,0,0
2021-11-02,mjd01,0,0,target,z,0.6518862,0,0
2021-11-02,mjd01,0,0,effector,x,-0.800086,0,0
2021-11-02,mjd01,0,0,effector,y,0.7561988,0,0
2021-11-02,mjd01,0,0,effector,z,0.4492598,0,0
2021-11-02,mjd01,0,0,head,x,-0.1602579,0,0
2021-11-02,mjd01,0,0,head,y,1.343702,0,0
2021-11-02,mjd01,0,0,head,z,0.6521899,0,0
2021-11-02,mjd01,0,0.0157511,target,x,-0.460829,0,0
2021-11-02,mjd01,0,0.0157511,target,y,1.4,0,0
2021-11-02,mjd01,0,0.0157511,target,z,0.6518862,0,0
2021-11-02,mjd01,0,0.0157511,effector,x,-0.7997482,0,0
2021-11-02,mjd01,0,0.0157511,effector,y,0.7563667,0,0
2021-11-02,mjd01,0,0.0157511,effector,z,0.4489625,0,0
2021-11-02,mjd01,0,0.0157511,head,x,-0.1597467,0,0
2021-11-02,mjd01,0,0.0157511,head,y,1.34361,0,0
2021-11-02,mjd01,0,0.0157511,head,z,0.6524369,0,0
2021-11-02,mjd01,0,0.024665,target,x,-0.460829,0,0
2021-11-02,mjd01,0,0.024665,target,y,1.4,0,0
2021-11-02,mjd01,0,0.024665,target,z,0.6518862,0,0
2021-11-02,mjd01,0,0.024665,effector,x,-0.8008556,0,0
2021-11-02,mjd01,0,0.024665,effector,y,0.7557245,0,0
2021-11-02,mjd01,0,0.024665,effector,z,0.4500108,0,0
2021-11-02,mjd01,0,0.024665,head,x,-0.1592395,0,0
2021-11-02,mjd01,0,0.024665,head,y,1.343552,0,0
2021-11-02,mjd01,0,0.024665,head,z,0.652626,0,0
2021-11-02,mjd01,0,0.0338376,target,x,-0.460829,0,0
2021-11-02,mjd01,0,0.0338376,target,y,1.4,0,0
2021-11-02,mjd01,0,0.0338376,target,z,0.6518862,0,0
2021-11-02,mjd01,0,0.0338376,effector,x,-0.8008429,0,0
2021-11-02,mjd01,0,0.0338376,effector,y,0.7557235,0,0
2021-11-02,mjd01,0,0.0338376,effector,z,0.449982,0,0
2021-11-02,mjd01,0,0.0338376,head,x,-0.1588612,0,0
2021-11-02,mjd01,0,0.0338376,head,y,1.343495,0,0
2021-11-02,mjd01,0,0.0338376,head,z,0.6528019,0,0
2021-11-02,mjd01,0,0.052353,target,x,-0.460829,0,0
2021-11-02,mjd01,0,0.052353,target,y,1.4,0,0
2021-11-02,mjd01,0,0.052353,target,z,0.6518862,0,0
2021-11-02,mjd01,0,0.052353,effector,x,-0.8011931,0,0
2021-11-02,mjd01,0,0.052353,effector,y,0.7555445,0,0
2021-11-02,mjd01,0,0.052353,effector,z,0.4503618,0,0
2021-11-02,mjd01,0,0.052353,head,x,-0.1585175,0,0
2021-11-02,mjd01,0,0.052353,head,y,1.343377,0,0
2021-11-02,mjd01,0,0.052353,head,z,0.6530585,0,0
2021-11-02,mjd01,0,0.0611485,target,x,-0.460829,0,0
2021-11-02,mjd01,0,0.0611485,target,y,1.4,0,0
2021-11-02,mjd01,0,0.0611485,target,z,0.6518862,0,0
2021-11-02,mjd01,0,0.0611485,effector,x,-0.8012061,0,0
2021-11-02,mjd01,0,0.0611485,effector,y,0.7555423,0,0
2021-11-02,mjd01,0,0.0611485,effector,z,0.4503589,0,0
2021-11-02,mjd01,0,0.0611485,head,x,-0.158222,0,0
2021-11-02,mjd01,0,0.0611485,head,y,1.343337,0,0
2021-11-02,mjd01,0,0.0611485,head,z,0.6532245,0,0
2021-11-02,mjd01,0,0.0688137,target,x,-0.460829,0,0
2021-11-02,mjd01,0,0.0688137,target,y,1.4,0,0
2021-11-02,mjd01,0,0.0688137,target,z,0.6518862,0,0
2021-11-02,mjd01,0,0.0688137,effector,x,-0.8011265,0,0
2021-11-02,mjd01,0,0.0688137,effector,y,0.7555113,0,0
2021-11-02,mjd01,0,0.0688137,effector,z,0.450238,0,0
2021-11-02,mjd01,0,0.0688137,head,x,-0.1578931,0,0
2021-11-02,mjd01,0,0.0688137,head,y,1.343294,0,0
2021-11-02,mjd01,0,0.0688137,head,z,0.6534504,0,0
2021-11-02,mjd01,0,0.07710639,target,x,-0.460829,0,0
2021-11-02,mjd01,0,0.07710639,target,y,1.4,0,0
2021-11-02,mjd01,0,0.07710639,target,z,0.6518862,0,0
2021-11-02,mjd01,0,0.07710639,effector,x,-0.801108,0,0
2021-11-02,mjd01,0,0.07710639,effector,y,0.7555407,0,0
2021-11-02,mjd01,0,0.07710639,effector,z,0.4502531,0,0
2021-11-02,mjd01,0,0.07710639,head,x,-0.1577242,0,0
2021-11-02,mjd01,0,0.07710639,head,y,1.34323,0,0
2021-11-02,mjd01,0,0.07710639,head,z,0.65359,0,0
2021-11-02,mjd01,0,0.08678249,target,x,-0.460829,0,0
2021-11-02,mjd01,0,0.08678249,target,y,1.4,0,0
2021-11-02,mjd01,0,0.08678249,target,z,0.6518862,0,0
2021-11-02,mjd01,0,0.08678249,effector,x,-0.8011116,0,0
2021-11-02,mjd01,0,0.08678249,effector,y,0.7555428,0,0
2021-11-02,mjd01,0,0.08678249,effector,z,0.450259,0,0
2021-11-02,mjd01,0,0.08678249,head,x,-0.1575162,0,0
2021-11-02,mjd01,0,0.08678249,head,y,1.34319,0,0
2021-11-02,mjd01,0,0.08678249,head,z,0.6537253,0,0
2021-11-02,mjd01,0,0.09480109,target,x,-0.460829,0,0
2021-11-02,mjd01,0,0.09480109,target,y,1.4,0,0
2021-11-02,mjd01,0,0.09480109,target,z,0.6518862,0,0
2021-11-02,mjd01,0,0.09480109,effector,x,-0.8009121,0,0
2021-11-02,mjd01,0,0.09480109,effector,y,0.7556039,0,0
2021-11-02,mjd01,0,0.09480109,effector,z,0.4500693,0,0
2021-11-02,mjd01,0,0.09480109,head,x,-0.1574079,0,0
2021-11-02,mjd01,0,0.09480109,head,y,1.343167,0,0
2021-11-02,mjd01,0,0.09480109,head,z,0.6538802,0,0
2021-11-02,mjd01,0,0.1064965,target,x,-0.460829,0,0
2021-11-02,mjd01,0,0.1064965,target,y,1.4,0,0
2021-11-02,mjd01,0,0.1064965,target,z,0.6518862,0,0
2021-11-02,mjd01,0,0.1064965,effector,x,-0.8015857,0,0
2021-11-02,mjd01,0,0.1064965,effector,y,0.7552097,0,0
2021-11-02,mjd01,0,0.1064965,effector,z,0.4507055,0,0
2021-11-02,mjd01,0,0.1064965,head,x,-0.1572769,0,0
2021-11-02,mjd01,0,0.1064965,head,y,1.34322,0,0
2021-11-02,mjd01,0,0.1064965,head,z,0.6539075,0,0
2021-11-02,mjd01,0,0.1175076,target,x,-0.460829,0,0
2021-11-02,mjd01,0,0.1175076,target,y,1.4,0,0
2021-11-02,mjd01,0,0.1175076,target,z,0.6518862,0,0
