date,participant,trial,isPrac,isStationary,nTarg,targOnset,targFlash,targRT,targCor,targGap,FA_rt
2021-11-16,ph01,143,0,0,7,4.087933,1,4.653687,1,0.01,NaN
2021-11-16,ph01,143,0,0,7,4.93105,1,5.431041,1,0.01,NaN
2021-11-16,ph01,143,0,0,7,5.78763,2,6.352211,0,0.01,NaN
2021-11-16,ph01,143,0,0,7,6.663936,2,7.474176,1,0.01,NaN
2021-11-16,ph01,144,0,0,7,1.632493,2,2.087337,1,0.01,NaN
2021-11-16,ph01,144,0,0,7,2.510435,2,3.125708,0,0.01,NaN
2021-11-16,ph01,144,0,0,7,3.386821,2,3.902803,1,0.01,NaN
2021-11-16,ph01,144,0,0,7,4.276216,2,4.747404,1,0.01,NaN
2021-11-16,ph01,144,0,0,7,5.175568,1,5.674262,0,0.01,NaN
2021-11-16,ph01,144,0,0,7,6.018739,2,6.529744,1,0.01,NaN
2021-11-16,ph01,144,0,0,7,6.885527,2,7.473884,1,0.01,NaN
2021-11-16,ph01,145,0,0,8,1.810268,1,2.287317,1,0.01,NaN
2021-11-16,ph01,145,0,0,8,2.654162,1,3.153903,1,0.01,NaN
2021-11-16,ph01,145,0,0,8,3.500256,1,4.00451,1,0.01,NaN
2021-11-16,ph01,145,0,0,8,4.350259,1,4.864069,0,0.01,NaN
2021-11-16,ph01,145,0,0,8,5.203182,2,5.685946,1,0.01,NaN
2021-11-16,ph01,145,0,0,8,6.084858,2,6.551598,1,0.01,NaN
2021-11-16,ph01,145,0,0,8,6.992542,2,7.472002,1,0.01,NaN
2021-11-16,ph01,145,0,0,8,7.884215,2,8.540833,0,0.01,NaN
2021-11-16,ph01,146,0,0,7,1.563964,2,2.032921,1,0.01,NaN
2021-11-16,ph01,146,0,0,7,2.449479,1,2.920454,1,0.01,NaN
2021-11-16,ph01,146,0,0,7,3.298167,2,3.743752,1,0.01,NaN
2021-11-16,ph01,146,0,0,7,4.17721,1,4.643328,1,0.01,NaN
2021-11-16,ph01,146,0,0,7,5.019888,1,5.519813,0,0.01,NaN
2021-11-16,ph01,146,0,0,7,5.853727,2,6.382318,1,0.01,NaN
2021-11-16,ph01,146,0,0,7,7.518768,2,8.117948,0,0.01,NaN
2021-11-16,ph01,147,0,0,8,1.566553,1,2.049412,1,0.01,NaN
2021-11-16,ph01,147,0,0,8,2.420677,2,2.899055,1,0.01,NaN
2021-11-16,ph01,147,0,0,8,3.298764,1,3.826271,0,0.01,NaN
2021-11-16,ph01,147,0,0,8,4.144176,2,4.775825,0,0.01,NaN
2021-11-16,ph01,147,0,0,8,5.020302,1,5.542911,1,0.01,NaN
2021-11-16,ph01,147,0,0,8,5.858808,1,6.325031,1,0.01,NaN
2021-11-16,ph01,147,0,0,8,7.074849,1,7.568946,1,0.01,NaN
2021-11-16,ph01,147,0,0,8,7.918129,2,8.501459,1,0.01,NaN
2021-11-16,ph01,148,0,0,8,1.792381,1,2.286319,1,0.01,NaN
2021-11-16,ph01,148,0,0,8,2.643693,1,3.104144,1,0.01,NaN
2021-11-16,ph01,148,0,0,8,3.486589,2,3.931278,1,0.01,NaN
2021-11-16,ph01,148,0,0,8,4.354654,1,5.075174,0,0.01,NaN
2021-11-16,ph01,148,0,0,8,5.196957,1,5.622619,0,0.01,NaN
2021-11-16,ph01,148,0,0,8,6.174127,1,6.729934,1,0.01,NaN
2021-11-16,ph01,148,0,0,8,7.00895,1,7.528667,1,0.01,NaN
2021-11-16,ph01,148,0,0,8,7.850939,2,8.641035,1,0.01,NaN
2021-11-16,ph01,149,0,0,8,1.543691,1,0,0,0.01,NaN
2021-11-16,ph01,149,0,0,8,2.429869,1,2.597838,0,0.01,NaN
2021-11-16,ph01,149,0,0,8,3.264038,1,3.920148,1,0.01,3.009008
2021-11-16,ph01,149,0,0,8,4.108648,1,4.64133,1,0.01,3.009008
2021-11-16,ph01,149,0,0,8,4.953079,2,5.496575,1,0.01,3.009008
2021-11-16,ph01,149,0,0,8,5.826715,1,6.439525,1,0.01,3.009008
2021-11-16,ph01,149,0,0,8,6.946372,1,7.568572,1,0.01,3.009008
2021-11-16,ph01,149,0,0,8,7.796516,2,8.359737,1,0.01,3.009008
2021-11-16,ph01,150,0,0,7,1.498824,1,1.976158,1,0.01,NaN
2021-11-16,ph01,150,0,0,7,2.349229,1,2.873778,1,0.01,NaN
2021-11-16,ph01,150,0,0,7,3.207156,1,3.661548,1,0.01,NaN
2021-11-16,ph01,150,0,0,7,4.063467,2,4.708098,0,0.01,NaN
2021-11-16,ph01,150,0,0,7,4.959138,2,5.473834,1,0.01,NaN
2021-11-16,ph01,150,0,0,7,5.841563,1,6.360333,1,0.01,NaN
2021-11-16,ph01,150,0,0,7,7.640678,2,8.195707,0,0.01,NaN
2021-11-16,ph01,151,0,0,8,1.805041,1,2.433523,1,0.01,NaN
2021-11-16,ph01,151,0,0,8,2.654849,1,3.200899,1,0.01,NaN
2021-11-16,ph01,151,0,0,8,3.514048,1,3.982458,1,0.01,NaN
2021-11-16,ph01,151,0,0,8,4.354601,1,4.853409,1,0.01,NaN
2021-11-16,ph01,151,0,0,8,5.197992,2,5.609032,1,0.01,NaN
2021-11-16,ph01,151,0,0,8,6.084545,2,6.518406,1,0.01,NaN
2021-11-16,ph01,151,0,0,8,6.974165,1,7.402319,1,0.01,NaN
2021-11-16,ph01,151,0,0,8,7.807911,1,8.407393,1,0.01,NaN
2021-11-16,ph01,152,0,0,7,1.509064,1,2.030895,1,0.01,NaN
2021-11-16,ph01,152,0,0,7,2.352642,1,2.818951,1,0.01,NaN
2021-11-16,ph01,152,0,0,7,3.196578,1,3.59655,1,0.01,NaN
2021-11-16,ph01,152,0,0,7,4.036564,1,4.551337,0,0.01,NaN
2021-11-16,ph01,152,0,0,7,4.874215,1,5.434258,0,0.01,NaN
2021-11-16,ph01,152,0,0,7,5.718045,2,6.239235,1,0.01,NaN
2021-11-16,ph01,152,0,0,7,6.596671,2,7.005919,1,0.01,NaN
2021-11-16,ph01,153,0,0,8,1.651852,1,2.253571,1,0.01,NaN
2021-11-16,ph01,153,0,0,8,2.498456,2,3.242926,0,0.01,NaN
2021-11-16,ph01,153,0,0,8,3.366348,1,4.063932,1,0.01,NaN
2021-11-16,ph01,153,0,0,8,4.207537,2,0,0,0.01,NaN
2021-11-16,ph01,153,0,0,8,5.099144,2,5.54126,0,0.01,NaN
2021-11-16,ph01,153,0,0,8,5.974617,2,6.418576,1,0.01,NaN
2021-11-16,ph01,153,0,0,8,7.195809,2,7.695687,1,0.01,NaN
2021-11-16,ph01,153,0,0,8,8.095892,2,8.615284,1,0.01,NaN
2021-11-16,ph01,154,0,0,8,1.598937,1,2.061203,1,0.01,NaN
2021-11-16,ph01,154,0,0,8,2.442629,1,2.903587,1,0.01,NaN
2021-11-16,ph01,154,0,0,8,3.275681,2,3.720876,1,0.01,NaN
2021-11-16,ph01,154,0,0,8,4.155697,1,4.730921,1,0.01,NaN
2021-11-16,ph01,154,0,0,8,5.008416,2,5.462553,1,0.01,NaN
2021-11-16,ph01,154,0,0,8,5.894083,2,6.440054,0,0.01,NaN
2021-11-16,ph01,154,0,0,8,6.762835,1,0,0,0.01,NaN
2021-11-16,ph01,154,0,0,8,7.640841,1,0,0,0.01,NaN
2021-11-16,ph01,155,0,0,7,1.576532,1,0,0,0.01,NaN
2021-11-16,ph01,155,0,0,7,2.407379,2,0,0,0.01,NaN
2021-11-16,ph01,155,0,0,7,3.243755,2,3.830544,0,0.01,NaN
2021-11-16,ph01,155,0,0,7,4.120839,1,4.587345,1,0.01,NaN
2021-11-16,ph01,155,0,0,7,4.952612,1,5.365037,1,0.01,NaN
2021-11-16,ph01,155,0,0,7,5.79611,2,6.194394,0,0.01,NaN
2021-11-16,ph01,155,0,0,7,7.173716,1,7.690473,0,0.01,NaN
2021-11-16,ph01,156,0,0,7,1.798833,1,2.343499,1,0.01,NaN
2021-11-16,ph01,156,0,0,7,2.642786,2,3.123172,0,0.01,NaN
2021-11-16,ph01,156,0,0,7,3.525122,1,0,0,0.01,NaN
2021-11-16,ph01,156,0,0,7,4.364297,2,0,0,0.01,NaN
2021-11-16,ph01,156,0,0,7,5.199461,2,0,0,0.01,NaN
2021-11-16,ph01,156,0,0,7,6.085718,1,0,0,0.01,NaN
2021-11-16,ph01,156,0,0,7,6.985911,1,0,0,0.01,NaN
2021-11-16,ph01,157,0,0,8,1.641452,1,0,0,0.01,NaN
2021-11-16,ph01,157,0,0,8,2.476397,1,0,0,0.01,NaN
2021-11-16,ph01,157,0,0,8,3.336724,1,0,0,0.01,NaN
2021-11-16,ph01,157,0,0,8,4.18647,2,0,0,0.01,NaN
2021-11-16,ph01,157,0,0,8,5.028583,2,5.630132,0,0.01,NaN
2021-11-16,ph01,157,0,0,8,6.301728,1,6.857615,1,0.01,NaN
2021-11-16,ph01,157,0,0,8,7.14674,1,7.895975,1,0.01,NaN
2021-11-16,ph01,157,0,0,8,7.984812,2,8.518209,1,0.01,NaN
2021-11-16,ph01,158,0,0,8,1.410009,2,1.896028,0,0.01,NaN
2021-11-16,ph01,158,0,0,8,2.309713,1,3.021949,1,0.01,2.186768
2021-11-16,ph01,158,0,0,8,3.142735,1,3.699708,1,0.01,2.186768
2021-11-16,ph01,158,0,0,8,3.987499,2,4.725612,1,0.01,2.186768
2021-11-16,ph01,158,0,0,8,4.881425,2,5.67342,0,0.01,2.186768
2021-11-16,ph01,158,0,0,8,5.758119,2,0,0,0.01,2.186768
2021-11-16,ph01,158,0,0,8,6.651745,2,0,0,0.01,2.186768
2021-11-16,ph01,158,0,0,8,7.546035,2,8.240107,0,0.01,2.186768
2021-11-16,ph01,159,0,0,8,1.80346,2,2.376185,0,0.01,NaN
2021-11-16,ph01,159,0,0,8,2.697378,2,3.197329,0,0.01,NaN
2021-11-16,ph01,159,0,0,8,3.564872,1,4.229608,0,0.01,NaN
2021-11-16,ph01,159,0,0,8,4.407526,1,5.141079,1,0.01,NaN
2021-11-16,ph01,159,0,0,8,5.268621,1,5.834782,0,0.01,NaN
2021-11-16,ph01,159,0,0,8,6.124218,2,6.70669,1,0.01,NaN
2021-11-16,ph01,159,0,0,8,7.00787,2,7.623279,0,0.01,NaN
2021-11-16,ph01,159,0,0,8,7.884081,2,8.556383,0,0.01,NaN
2021-11-16,ph01,160,0,0,8,1.819867,2,2.352296,0,0.01,NaN
2021-11-16,ph01,160,0,0,8,2.698228,2,3.403407,0,0.01,NaN
2021-11-16,ph01,160,0,0,8,3.566344,2,4.181396,1,0.01,NaN
2021-11-16,ph01,160,0,0,8,4.431197,2,5.188362,0,0.01,NaN
2021-11-16,ph01,160,0,0,8,5.314786,1,5.874163,1,0.01,NaN
2021-11-16,ph01,160,0,0,8,6.226204,2,0,0,0.01,NaN
2021-11-16,ph01,160,0,0,8,7.101343,2,7.656605,0,0.01,NaN
2021-11-16,ph01,160,0,0,8,8.144844,1,8.537621,1,0.01,NaN
2021-11-16,ph01,161,0,0,7,1.708241,1,2.377269,1,0.01,NaN
2021-11-16,ph01,161,0,0,7,2.553732,1,3.109281,1,0.01,NaN
2021-11-16,ph01,161,0,0,7,3.387522,2,3.887029,0,0.01,NaN
2021-11-16,ph01,161,0,0,7,4.264144,2,4.768931,0,0.01,NaN
2021-11-16,ph01,161,0,0,7,5.135214,2,5.718763,1,0.01,NaN
2021-11-16,ph01,161,0,0,7,6.019302,1,6.575253,1,0.01,NaN
2021-11-16,ph01,161,0,0,7,6.852505,1,7.406815,1,0.01,NaN
2021-11-16,ph01,162,0,0,8,1.765299,1,2.480967,1,0.01,NaN
2021-11-16,ph01,162,0,0,8,2.609466,2,3.159252,1,0.01,NaN
2021-11-16,ph01,162,0,0,8,3.496037,2,4.102405,0,0.01,NaN
2021-11-16,ph01,162,0,0,8,4.374602,1,5.036397,1,0.01,NaN
2021-11-16,ph01,162,0,0,8,5.428542,2,6.06154,1,0.01,NaN
2021-11-16,ph01,162,0,0,8,6.324012,1,6.939512,1,0.01,NaN
2021-11-16,ph01,162,0,0,8,7.17857,2,7.837688,1,0.01,NaN
2021-11-16,ph01,162,0,0,8,8.061798,2,8.689578,1,0.01,NaN
2021-11-16,ph01,163,0,0,8,1.503409,1,2.165341,1,0.01,NaN
2021-11-16,ph01,163,0,0,8,2.353811,2,2.94665,1,0.01,NaN
2021-11-16,ph01,163,0,0,8,3.22581,1,3.896628,1,0.01,NaN
2021-11-16,ph01,163,0,0,8,4.062673,1,4.697153,0,0.01,NaN
2021-11-16,ph01,163,0,0,8,4.897233,1,5.474356,0,0.01,NaN
2021-11-16,ph01,163,0,0,8,5.751912,1,6.362344,0,0.01,NaN
2021-11-16,ph01,163,0,0,8,6.901228,1,7.556264,0,0.01,NaN
2021-11-16,ph01,163,0,0,8,7.746608,1,8.310596,0,0.01,NaN
